Mod:Item:MetaData, Localized Name
darkutils:lore_tag:15, §fLore Tag
darkutils:grate, Item Grate
darkutils:fake_tnt, TNT
darkutils:ender_tether, Ender Tether
darkutils:ender_hopper, Ender Hopper
darkutils:ender_pearl_hopper, Pearled Ender Hopper
darkutils:slime_dyed:0, White Slime Block
darkutils:slime_dyed:1, Orange Slime Block
darkutils:slime_dyed:2, Magenta Slime Block
darkutils:slime_dyed:3, Light Blue Slime Block
darkutils:slime_dyed:4, Yellow Slime Block
darkutils:slime_dyed:5, Lime Slime Block
darkutils:slime_dyed:6, Pink Slime Block
darkutils:slime_dyed:7, Gray Slime Block
darkutils:slime_dyed:8, Light Gray Slime Block
darkutils:slime_dyed:9, Cyan Slime Block
darkutils:slime_dyed:10, Purple Slime Block
darkutils:slime_dyed:11, Blue Slime Block
darkutils:slime_dyed:12, Brown Slime Block
darkutils:slime_dyed:13, Green Slime Block
darkutils:slime_dyed:14, Red Slime Block
darkutils:slime_dyed:15, Black Slime Block
darkutils:material:0, Wither Dust
darkutils:material:1, Unstable Ender Pearl
darkutils:material:2, Dwindle Cream
darkutils:material:3, Dark Sugar
darkutils:wither_block:0, Wither Dust Block
darkutils:wither_block:1, Wither Dust Bricks
darkutils:wither_block:2, Carved Wither Dust Block
darkutils:wither_block:3, Chiseled Wither Dust Block
darkutils:wither_block:4, Corrupted Wither Dust Block
darkutils:wither_block:5, Checkered Wither Dust Block
darkutils:charm_agression, Aggression Charm
darkutils:focus_sash, Focus Sash
darkutils:charm_gluttony, Gluttony Charm
darkutils:charm_null, Null Charm
darkutils:charm_portal, Portal Charm
darkutils:charm_sleep, Sleep Charm
darkutils:anti_slime, Anti-Slime Block
disenchanter:experience_jar, Jar of Experience
disenchanter:disenchantmenttable:0, Disenchantment Table
disenchanter:disenchantmenttable:1, Disenchantment Table
disenchanter:disenchantmenttable:2, Disenchantment Table
disenchanter:disenchantmenttable:3, Disenchantment Table
disenchanter:disenchantmenttable:4, Disenchantment Table
disenchanter:disenchantmenttable:5, Disenchantment Table
disenchanter:disenchantmenttable:6, Disenchantment Table
disenchanter:disenchantmenttable:7, Disenchantment Table
disenchanter:disenchantmenttable:8, Disenchantment Table
disenchanter:disenchantmenttable:9, Disenchantment Table
eplus:advanced_table, Advanced Enchantment Table
eplus:decorative_book:0, Enchanting Plus Book
eplus:decorative_book:1, Enchanting Book
eplus:decorative_book:2, Prismarine Book
eplus:decorative_book:3, Nether Book
eplus:decorative_book:4, Tartarite Book
eplus:decorative_book:5, Pale Book
eplus:decorative_book:6, Metal Book
eplus:table_upgrade, Table Upgrade
energyconverters:energy_bridge, Energy Bridge
energyconverters:energy_producer_fe, FE Energy Producer
energyconverters:energy_consumer_fe, FE Energy Consumer
energyconverters:energy_producer_eu:0, LV Energy Producer (IC2)
energyconverters:energy_producer_eu:1, MV Energy Producer (IC2)
energyconverters:energy_producer_eu:2, HV Energy Producer (IC2)
energyconverters:energy_producer_eu:3, EV Energy Producer (IC2)
energyconverters:energy_producer_eu:4, IV Energy Producer (IC2)
energyconverters:energy_consumer_eu:0, LV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:1, MV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:2, HV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:3, EV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:4, IV Energy Consumer (IC2)
energyconverters:energy_producer_rf, RF Energy Producer
energyconverters:energy_consumer_rf, RF Energy Consumer
energyconverters:energy_producer_mj, MJ Energy Producer
energyconverters:energy_consumer_mj, MJ Energy Consumer
mod_lavacow:netherstew, Nether Stew
mod_lavacow:canebeef, Cane Beef
mod_lavacow:canepork, Cane Pork
mod_lavacow:canerottenmeat, Cane Rotten Flesh
mod_lavacow:fissionpotion, Potion of Fission
mod_lavacow:hyphae, Hyphae
mod_lavacow:parasite_item:0, Parasite
mod_lavacow:parasite_item:1, Parasite
mod_lavacow:parasite_item:2, Parasite
mod_lavacow:parasite_item_cooked, Cooked Parasite
mod_lavacow:piranha, Piranha
mod_lavacow:piranha_cooked, Cooked Piranha
mod_lavacow:cheirolepis, Cheirolepis
mod_lavacow:cheirolepis_cooked, Cooked Cheirolepis
mod_lavacow:mousse, Minced meat
mod_lavacow:meatball, Meat Ball
mod_lavacow:sharptooth, Fangtooth
mod_lavacow:bonesword, Bone Sword
mod_lavacow:intestine, Intestine
mod_lavacow:frozenthigh, Frozen Thigh
mod_lavacow:poisonspore, Poisonous Spore
mod_lavacow:undyingheart, Undying Heart
mod_lavacow:goldenheart, Golden Heart
mod_lavacow:moltenbeef, Molten Meat
mod_lavacow:moltenaxe, Molten Axe
mod_lavacow:moltenhammer, Molten Hammer
mod_lavacow:mootenheart, Molten Heart
mod_lavacow:potion_of_mooten_lava, Potion of MOOten Lava
mod_lavacow:swinemask, Swine Mask
mod_lavacow:plagued_porkchop, Plagued Porkchop
mod_lavacow:green_bacon_and_eggs, Green Bacon & Eggs
mod_lavacow:pigboarhide, Plagued Hide    
mod_lavacow:scythe_claw, Scythe Claw
mod_lavacow:reapers_scythe, Azrael's Scythe
mod_lavacow:famine, "Famine"
mod_lavacow:mimic_claw, Mimicrab Claw
mod_lavacow:mimic_claw_cooked, Baked Mimicrab Claw
mod_lavacow:silky_sludge, Silky Sludge
mod_lavacow:mossy_stick, Mossy Stick
mod_lavacow:sludge_wand, "Pestilence"
mod_lavacow:burntovipositor, Burnt Ovipositor
mod_lavacow:war, "War"
mod_lavacow:moltenpan, Molten Frypan
mod_lavacow:felarmor_helmet, Molten Helmet
mod_lavacow:felarmor_chestplate, Molten Chestplate
mod_lavacow:felarmor_leggings, Molten Leggings
mod_lavacow:felarmor_boots, Molten Boots
mod_lavacow:ptera_wing:0, Ptera Wing
mod_lavacow:ptera_wing:1, Ptera Wing
mod_lavacow:ptera_wing_cooked, Fried Ptera Wing
mod_lavacow:poisonstinger, Poison Stinger
mod_lavacow:vespa_carapace, Vespa Carapace
mod_lavacow:tooth_dagger, Tooth Dagger 
mod_lavacow:vespa_dagger, Bee Sting
mod_lavacow:sausage_roll, Sausage Roll
mod_lavacow:swinearmor_chestplate, Swine Tunics
mod_lavacow:swinearmor_leggings, Swine Pants
mod_lavacow:swinearmor_boots, Swine Boots
mod_lavacow:zombiepiranha_item, Swarmer
mod_lavacow:zombiepiranha_item_cooked, Cooked Swarmer
mod_lavacow:piranhalauncher, Swarmer Launcher
mod_lavacow:cursed_fabric, Curseweave Fabric
mod_lavacow:cursed_bandage:0, Pet Bandage
mod_lavacow:cursed_bandage:1, Pet Bandage
mod_lavacow:cursed_bandage:2, Pet Bandage
mod_lavacow:cursed_bandage:3, Pet Bandage
mod_lavacow:holy_sludge, Holy Sludge
mod_lavacow:holy_grenade, Holy Grenade
mod_lavacow:feather_black, Black Feather
mod_lavacow:shattered_ice, Shattered Ice
mod_lavacow:halo_necklace, Halo Necklace
mod_lavacow:dreamcatcher, Dream Catcher
mod_lavacow:raven_whistle, Raven Whistle
mod_lavacow:acidicheart, Acidic Heart
mod_lavacow:faminearmor_helmet, Famine Helmet
mod_lavacow:faminearmor_chestplate, Famine Tunics
mod_lavacow:faminearmor_leggings, Famine Pants
mod_lavacow:faminearmor_boots, Famine Boots
mod_lavacow:foul_bristle, Foul Bristle
mod_lavacow:crabcake, Crab Cake
mod_lavacow:ectoplasm, Ectoplasm
mod_lavacow:ghostjelly, Ghost Jelly
mod_lavacow:banshee_vocal_cord, Banshee Vocal Cord
mod_lavacow:weta_jaw, Weta Jaw
mod_lavacow:chitin, Chitin
mod_lavacow:ghostbomb, Ghost Bomb
mod_lavacow:sonicbomb, Sonic Bomb
mod_lavacow:weta_hoe, Weta Hoe
mod_lavacow:bonestew, Bone Stew
mod_lavacow:vespa_shield, Vespa Shield
mod_lavacow:frozen_dagger, Frozen Dagger
mod_lavacow:spectral_dagger, Spectral Dagger
mod_lavacow:hatred_shard, Memory of a Thousand Armies
mod_lavacow:kings_crown:0, King's Crown
mod_lavacow:kings_crown:1, King's Crown
mod_lavacow:skeletonking_crown, The Crown of Rule
mod_lavacow:emblem_of_king, Emblem of King
mod_lavacow:beast_claw, Beast Claw
mod_lavacow:curseweave_cloth, Curseweave Cloth
mod_lavacow:undertaker_shovel, Midnight Mourne
mod_lavacow:skeletonking_mace, "Death"
mod_lavacow:glowshroom, Glow Shroom
mod_lavacow:pileofsludge, Sludge Pile
mod_lavacow:glowshroom_block_stem, Glow Shroom Stem
mod_lavacow:glowshroom_block_cap, Glow Shroom Cap
mod_lavacow:bloodtooth_shroom, Bloodtooth
mod_lavacow:cordy_shroom, Cordyceps
mod_lavacow:veil_shroom, Veil Shroom
mod_lavacow:scarecrowhead_common, Scarecrow Head
mod_lavacow:scarecrowhead_straw, Scarecrow Head
mod_lavacow:scarecrowhead_plague, Scarecrow Head
mod_lavacow:tombstone, Tombstone
forbidden_arcanus:arcane_gold_ingot, Arcane Gold Ingot
forbidden_arcanus:arcane_gold_nugget, Arcane Gold Nugget
forbidden_arcanus:orb_of_temporary_flight, Orb Of Temporary Flight
forbidden_arcanus:chorus_pearl, Chorus Pearl
forbidden_arcanus:spectral_eye_amulet, Spectral Eye Amulet
forbidden_arcanus:soul, Soul
forbidden_arcanus:dark_soul, Dark Soul
forbidden_arcanus:pixi, Pixi
forbidden_arcanus:corrupt_pixi, Corrupt Pixi
forbidden_arcanus:arcane_crystal, Arcane Crystal
forbidden_arcanus:arcane_crystal_dust, Arcane Crystal Dust
forbidden_arcanus:mundabitur_dust, Mundabitur Dust
forbidden_arcanus:corrupti_dust, Corrupti Dust
forbidden_arcanus:dark_matter, Dark Matter
forbidden_arcanus:ender_pearl_fragment, Ender Pearl Fragment
forbidden_arcanus:rune, Rune
forbidden_arcanus:dark_rune, Dark Rune
forbidden_arcanus:rune_bag, Rune Bag
forbidden_arcanus:dark_rune_bag, Dark Rune Bag
forbidden_arcanus:skull, Skull
forbidden_arcanus:obsidian_skull, Obsidian Skull
forbidden_arcanus:obsidian_skull_shield, Obsidian Skull Shield
forbidden_arcanus:obsidian_with_iron, Obsidian With Iron
forbidden_arcanus:obsidian_ingot, Obsidian Ingot
forbidden_arcanus:dark_nether_star, Dark Nether Star
forbidden_arcanus:dragon_scale, Dragon Scale
forbidden_arcanus:silver_dragon_scale, Silver Dragon Scale
forbidden_arcanus:golden_dragon_scale, Golden Dragon Scale
forbidden_arcanus:aquatic_dragon_scale, Aquatic Dragon Scale
forbidden_arcanus:rotten_dragon_scale, Rotten Dragon Scale
forbidden_arcanus:rotten_leather, Rotten Leather
forbidden_arcanus:leather_of_the_sea, Leather Of The Sea
forbidden_arcanus:cherry_peach, Cherry Peach
forbidden_arcanus:cloth, Cloth
forbidden_arcanus:red_feather, Red Feather
forbidden_arcanus:blue_feather, Blue Feather
forbidden_arcanus:purple_feather, Purple Feather
forbidden_arcanus:yellow_feather, Yellow Feather
forbidden_arcanus:golden_feather, Golden Feather
forbidden_arcanus:golden_orchid_seeds, Golden Orchid Seeds
forbidden_arcanus:seed_bullet, Seed Bullet
forbidden_arcanus:edelwood_stick, Edelwood Stick
forbidden_arcanus:infernum_pickaxe, Infernum Pickaxe
forbidden_arcanus:slimec_pickaxe, Slimec Pickaxe
forbidden_arcanus:runic_battleaxe, Runic Battleaxe
forbidden_arcanus:sacred_scepter, Sacred Scepter
forbidden_arcanus:draco_arcanus_staff, Draco Arcanus Staff
forbidden_arcanus:draco_arcanus_sword, Draco Arcanus Sword
forbidden_arcanus:draco_arcanus_shovel, Draco Arcanus Shovel
forbidden_arcanus:draco_arcanus_pickaxe, Draco Arcanus Pickaxe
forbidden_arcanus:draco_arcanus_axe, Draco Arcanus Axe
forbidden_arcanus:draco_arcanus_hoe, Draco Arcanus Hoe
forbidden_arcanus:draco_arcanus_scepter, Draco Arcanus Scepter
forbidden_arcanus:arcane_golden_sword, Arcane Golden Sword
forbidden_arcanus:arcane_golden_shovel, Arcane Golden Shovel
forbidden_arcanus:arcane_golden_pickaxe, Arcane Golden Pickaxe
forbidden_arcanus:arcane_golden_axe, Arcane Golden Axe
forbidden_arcanus:arcane_golden_hoe, Arcane Golden Hoe
forbidden_arcanus:reinforced_arcane_golden_sword, Reinforced Arcane Golden Sword
forbidden_arcanus:reinforced_arcane_golden_shovel, Reinforced Arcane Golden Shovel
forbidden_arcanus:reinforced_arcane_golden_pickaxe, Reinforced Arcane Golden Pickaxe
forbidden_arcanus:reinforced_arcane_golden_axe, Reinforced Arcane Golden Axe
forbidden_arcanus:reinforced_arcane_golden_hoe, Reinforced Arcane Golden Hoe
forbidden_arcanus:obsidian_sword, Obsidian Sword
forbidden_arcanus:obsidian_shovel, Obsidian Shovel
forbidden_arcanus:obsidian_pickaxe, Obsidian Pickaxe
forbidden_arcanus:obsidian_axe, Obsidian Axe
forbidden_arcanus:obsidian_hoe, Obsidian Hoe
forbidden_arcanus:battle_skull, Battle Skull
forbidden_arcanus:bone_sword, Bone Sword
forbidden_arcanus:bone_shovel, Bone Shovel
forbidden_arcanus:bone_pickaxe, Bone Pickaxe
forbidden_arcanus:bone_axe, Bone Axe
forbidden_arcanus:bone_hoe, Bone Hoe
forbidden_arcanus:mystical_dagger, Mystical Dagger
forbidden_arcanus:draco_arcanus_helmet, Draco Arcanus Helmet
forbidden_arcanus:draco_arcanus_chestplate, Draco Arcanus Chestplate
forbidden_arcanus:draco_arcanus_leggings, Draco Arcanus Leggings
forbidden_arcanus:draco_arcanus_boots, Draco Arcanus Boots
forbidden_arcanus:tyr_helmet, Tyr Helmet
forbidden_arcanus:tyr_chestplate, Tyr Chestplate
forbidden_arcanus:tyr_leggings, Tyr Leggings
forbidden_arcanus:tyr_boots, Tyr Boots
forbidden_arcanus:mortem_helmet, Mortem Helmet
forbidden_arcanus:mortem_chestplate, Mortem Chestplate
forbidden_arcanus:mortem_leggings, Mortem Leggings
forbidden_arcanus:mortem_boots, Mortem Boots
forbidden_arcanus:arcane_gold_helmet, Arcane Gold Helmet
forbidden_arcanus:arcane_gold_chestplate, Arcane Gold Chestplate
forbidden_arcanus:arcane_gold_leggings, Arcane Gold Leggings
forbidden_arcanus:arcane_gold_boots, Arcane Gold Boots
forbidden_arcanus:obsidian_helmet, Obsidian Helmet
forbidden_arcanus:obsidian_shoulder_pads, Obsidian Shoulder Pads
forbidden_arcanus:obsidian_knee_pads, Obsidian Knee Pads
forbidden_arcanus:obsidian_boots, Obsidian Boots
forbidden_arcanus:arcane_base_block, Arcane Base Block
forbidden_arcanus:chiseled_arcane_base_block, Chiseled Arcane Base Block
forbidden_arcanus:arcane_base_block_stairs, Arcane Base Block Stairs
forbidden_arcanus:arcane_base_block_slab:0, Arcane Base Block Slab
forbidden_arcanus:arcane_base_block_wall, Arcane Base Block Wall
forbidden_arcanus:arcane_base_block_pillar, Arcane Base Block Pillar
forbidden_arcanus:arcane_glass, Arcane Glass
forbidden_arcanus:arcane_glass_pane, Arcane Glass Pane
forbidden_arcanus:runic_tenebris_frame, Runic Tenebris Frame
forbidden_arcanus:runic_tenebris_core, Runic Tenebris Core
forbidden_arcanus:dark_stone, Dark Stone
forbidden_arcanus:dark_stone_button, Dark Stone Button
forbidden_arcanus:dark_stone_pressure_plate, Dark Stone Pressure Plate
forbidden_arcanus:dark_runestone, Dark Runestone
forbidden_arcanus:arcane_dark_stone, Arcane Dark Stone
forbidden_arcanus:dark_stone_bricks, Dark Stone Bricks
forbidden_arcanus:dark_stone_brick_stairs, Dark Stone Brick Stairs
forbidden_arcanus:dark_stone_brick_slab:0, Dark Stone Brick Slab
forbidden_arcanus:dark_stone_brick_wall, Dark Stone Brick Wall
forbidden_arcanus:carved_dark_stone_bricks, Carved Dark Stone Bricks
forbidden_arcanus:runic_carved_dark_stone_bricks, Runic Carved Dark Stone Bricks
forbidden_arcanus:arcane_carved_dark_stone_bricks, Arcane Carved Dark Stone Bricks
forbidden_arcanus:runic_glass, Runic Glass
forbidden_arcanus:runic_glass_pane, Runic Glass Pane
forbidden_arcanus:dark_runic_glass, Dark Runic Glass
forbidden_arcanus:dark_runic_glass_pane, Dark Runic Glass Pane
forbidden_arcanus:dark_nether_star_block, Dark Nether Star Block
forbidden_arcanus:runestone, Runestone
forbidden_arcanus:arcane_crystal_ore, Arcane Crystal Ore
forbidden_arcanus:arcane_crystal_block, Arcane Crystal Block
forbidden_arcanus:ender_crystal_gem, Ender Crystal Gem
forbidden_arcanus:bottle_block, Bottle Block
forbidden_arcanus:pixi_in_a_bottle_block, Pixi in a Bottle Block
forbidden_arcanus:corrupt_pixi_in_a_bottle_block, Corrupt Pixi in a Bottle Block
forbidden_arcanus:candle, Candle
forbidden_arcanus:candle_lamp, Candle Lamp
forbidden_arcanus:arcane_gold_block, Arcane Gold Block
forbidden_arcanus:arcane_gold_pressure_plate, Arcane Gold Pressure Plate
forbidden_arcanus:arcane_gold_door, Arcane Gold Door
forbidden_arcanus:arcane_dragon_egg, Arcane Dragon Egg
forbidden_arcanus:edelwood_log, Edelwood Log
forbidden_arcanus:edelwood_planks, Edelwood Planks
forbidden_arcanus:edelwood_stairs, Edelwood Stairs
forbidden_arcanus:edelwood_slab:0, Edelwood Slab
forbidden_arcanus:edelwood_fence, Edelwood Fence
forbidden_arcanus:edelwood_pressure_plate, Edelwood Pressure Plate
forbidden_arcanus:edelwood_button, Edelwood Button
forbidden_arcanus:edelwood_trapdoor, Edelwood Trapdoor
forbidden_arcanus:edelwood_door, Edelwood Door
forbidden_arcanus:edelwood_ladder, Edelwood Ladder
forbidden_arcanus:arcane_edelwood_planks, Arcane Edelwood Planks
forbidden_arcanus:cherrywood_log, Cherrywood Log
forbidden_arcanus:cherrywood, Cherrywood
forbidden_arcanus:cherrywood_leaves, Cherrywood Leaves
forbidden_arcanus:cherrywood_sapling, Cherrywood Sapling
forbidden_arcanus:cherrywood_planks, Cherrywood Planks
forbidden_arcanus:cherrywood_stairs, Cherrywood Stairs
forbidden_arcanus:cherrywood_slab:0, Cherrywood Slab
forbidden_arcanus:cherrywood_fence, Cherrywood Fence
forbidden_arcanus:cherrywood_pressure_plate, Cherrywood Pressure Plate
forbidden_arcanus:cherrywood_button, Cherrywood Button
forbidden_arcanus:cherrywood_trapdoor, Cherrywood Trapdoor
forbidden_arcanus:cherrywood_door, Cherrywood Door
forbidden_arcanus:carved_cherrywood_planks, Carved Cherrywood Planks
forbidden_arcanus:mysterywood_log, Mysterywood Log
forbidden_arcanus:mysterywood, Mysterywood
forbidden_arcanus:mysterywood_leaves, Mysterywood Leaves
forbidden_arcanus:mysterywood_sapling, Mysterywood Sapling
forbidden_arcanus:mysterywood_planks, Mysterywood Planks
forbidden_arcanus:mysterywood_stairs, Mysterywood Stairs
forbidden_arcanus:mysterywood_slab:0, Mysterywood Slab
forbidden_arcanus:mysterywood_fence, Mysterywood Fence
forbidden_arcanus:mysterywood_pressure_plate, Mysterywood Pressure Plate
forbidden_arcanus:mysterywood_button, Mysterywood Button
forbidden_arcanus:mysterywood_trapdoor, Mysterywood Trapdoor
forbidden_arcanus:mysterywood_door, Mysterywood Door
forbidden_arcanus:yellow_orchid, Yellow Orchid
cfm:coffee_table_oak, Oak Coffee Table
cfm:coffee_table_spruce, Spruce Coffee Table
cfm:coffee_table_birch, Birch Coffee Table
cfm:coffee_table_jungle, Jungle Coffee Table
cfm:coffee_table_acacia, Acacia Coffee Table
cfm:coffee_table_dark_oak, Dark Oak Coffee Table
cfm:coffee_table_stone, Stone Coffee Table
cfm:coffee_table_granite, Granite Coffee Table
cfm:coffee_table_diorite, Diorite Coffee Table
cfm:coffee_table_andesite, Andesite Coffee Table
